"","INCIDENT_DATE","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENSE_CODE","OFFENSE_DESCRIPTION","LOCATION_ADDRESS","CITY","STATE","ZIP","LATITUDE","LONGITUDE","Location.1","ymd","month","year","wday","hour"
"18169","01-17-2018 04:29:00 PM","2018-006876","64","11A","RAPE","","","",NA,NA,NA,"","2018-01-17","Jan",2018,"Wed",16
"18172","01-28-2018 06:00:00 PM","2018-011673","40","23G","THEFT OF MOTOR VEHICLE PARTS","620 S ROCK ST","LITTLE ROCK","AR",72202,34.741852,-92.267844,"620 S ROCK ST
LITTLE ROCK, AR 72202
(34.741852, -92.267844)","2018-01-28","Jan",2018,"Sun",18
"18174","01-14-2018 07:00:00 PM","2018-007781","72","23D","THEFT FROM BUILDING","17815 CHENAL PKWY","LITTLE ROCK","AR",72223,34.770516,-92.459066,"17815 CHENAL PKWY
LITTLE ROCK, AR 72223
(34.770516, -92.459066)","2018-01-14","Jan",2018,"Sun",19
"18175","01-28-2018 11:00:00 AM","2018-011817","42","220","BURGLARY/B&E","6700 FOURCHE DAM PIKE","LITTLE ROCK","AR",72206,34.721737,-92.195888,"6700 FOURCHE DAM PIKE
LITTLE ROCK, AR 72206
(34.721737, -92.195888)","2018-01-28","Jan",2018,"Sun",11
"18177","01-30-2018 07:35:00 PM","2018-012539","72","23C","SHOPLIFTING","17711 CHENAL PKWY","LITTLE ROCK","AR",72223,34.768949,-92.457899,"17711 CHENAL PKWY
LITTLE ROCK, AR 72223
(34.768949, -92.457899)","2018-01-30","Jan",2018,"Tue",19
"18179","01-19-2018 04:00:00 PM","2018-008065","80","23C","SHOPLIFTING","5920 W 65TH ST","LITTLE ROCK","AR",72209,34.690712,-92.342866,"5920 W 65TH ST
LITTLE ROCK, AR 72209
(34.690712, -92.342866)","2018-01-19","Jan",2018,"Fri",16
"18183","01-23-2018 03:24:00 PM","2018-009485","40","13A","AGGRAVATED ASSAULT","818 CUMBERLAND ST","LITTLE ROCK","AR",72202,34.740084,-92.269429,"818 CUMBERLAND ST
LITTLE ROCK, AR 72202
(34.740084, -92.269429)","2018-01-23","Jan",2018,"Tue",15
"18188","01-10-2018 12:00:00 PM","2018-011960","90","240","MOTOR VEHICLE THEFT","11701 COLONEL GLENN RD","LITTLE ROCK","AR",72210,34.712094,-92.405781,"11701 COLONEL GLENN RD
LITTLE ROCK, AR 72210
(34.712094, -92.405781)","2018-01-10","Jan",2018,"Wed",12
"18189","01-26-2018 08:15:00 AM","2018-010701","63","23F","THEFT FROM MOTOR VEHICLE","6 SONATA TRL","LITTLE ROCK","AR",72205,34.760611,-92.365838,"6 SONATA TRL
LITTLE ROCK, AR 72205
(34.760611, -92.365838)","2018-01-26","Jan",2018,"Fri",8
"18191","01-28-2018 07:53:00 PM","2018-011677","52","13A","AGGRAVATED ASSAULT","2308 S ARCH ST","LITTLE ROCK","AR",72206,34.726422,-92.27999,"2308 S ARCH ST
LITTLE ROCK, AR 72206
(34.726422, -92.27999)","2018-01-28","Jan",2018,"Sun",19
"18192","01-25-2018 05:00:00 PM","2018-013691","90","23H","ALL OTHER LARCENY","24 MARCHWOOD CV","LITTLE ROCK","AR",72210,34.687795,-92.422254,"24 MARCHWOOD CV
LITTLE ROCK, AR 72210
(34.687795, -92.422254)","2018-01-25","Jan",2018,"Thu",17
"18195","01-20-2018 01:00:00 PM","2018-008978","64","23G","THEFT OF MOTOR VEHICLE PARTS","500 GREEN MOUNTAIN DR","LITTLE ROCK","AR",72205,34.757755,-92.400238,"500 GREEN MOUNTAIN DR
LITTLE ROCK, AR 72205
(34.757755, -92.400238)","2018-01-20","Jan",2018,"Sat",13
"18196","02-02-2018 08:00:00 PM","2018-013849","70","23F","THEFT FROM MOTOR VEHICLE","317 N SHACKLEFORD RD","LITTLE ROCK","AR",72211,34.757081,-92.393858,"317 N SHACKLEFORD RD
LITTLE ROCK, AR 72211
(34.757081, -92.393858)","2018-02-02","Feb",2018,"Fri",20
"18201","01-28-2018 02:00:00 PM","2018-011844","82","120","ROBBERY","7017 FAIRFIELD DR","LITTLE ROCK","AR",72209,34.665368,-92.356722,"7017 FAIRFIELD DR
LITTLE ROCK, AR 72209
(34.665368, -92.356722)","2018-01-28","Jan",2018,"Sun",14
"18204","02-03-2018 08:52:00 PM","2018-014231","82","23F","THEFT FROM MOTOR VEHICLE","7506 VALLEY DR","LITTLE ROCK","AR",72209,34.662265,-92.362601,"7506 VALLEY DR
LITTLE ROCK, AR 72209
(34.662265, -92.362601)","2018-02-03","Feb",2018,"Sat",20
"18207","01-05-2018 03:20:00 AM","2018-001781","71","240","MOTOR VEHICLE THEFT","12800 SAINT CHARLES","LITTLE ROCK","AR",72223,34.760509,-92.416512,"12800 SAINT CHARLES
LITTLE ROCK, AR 72223
(34.760509, -92.416512)","2018-01-05","Jan",2018,"Fri",3
"18210","01-31-2018 10:33:00 PM","2018-013046","91","13A","AGGRAVATED ASSAULT","8800 BASELINE RD","LITTLE ROCK","AR",72209,34.670094,-92.376278,"8800 BASELINE RD
LITTLE ROCK, AR 72209
(34.670094, -92.376278)","2018-01-31","Jan",2018,"Wed",22
"18211","02-02-2018 06:00:00 PM","2018-013830","64","23F","THEFT FROM MOTOR VEHICLE","11301 FINANCIAL CENTRE PKWY","LITTLE ROCK","AR",72211,34.74692,-92.400223,"11301 FINANCIAL CENTRE PKWY
LITTLE ROCK, AR 72211
(34.74692, -92.400223)","2018-02-02","Feb",2018,"Fri",18
"18212","01-24-2018 02:15:00 PM","2018-009996","50","23F","THEFT FROM MOTOR VEHICLE","717 N FILLMORE ST","LITTLE ROCK","AR",72205,34.758196,-92.336854,"717 N FILLMORE ST
LITTLE ROCK, AR 72205
(34.758196, -92.336854)","2018-01-24","Jan",2018,"Wed",14
"18213","01-17-2018 06:00:00 AM","2018-006809","54","240","MOTOR VEHICLE THEFT","1920 S TYLER ST","LITTLE ROCK","AR",72204,34.733909,-92.333665,"1920 S TYLER ST
LITTLE ROCK, AR 72204
(34.733909, -92.333665)","2018-01-17","Jan",2018,"Wed",6
"18215","01-26-2018 02:38:00 PM","2018-010816","71","23C","SHOPLIFTING","12700 CHENAL PKWY","LITTLE ROCK","AR",72211,34.754475,-92.415771,"12700 CHENAL PKWY
LITTLE ROCK, AR 72211
(34.754475, -92.415771)","2018-01-26","Jan",2018,"Fri",14
"18221","02-01-2018 07:00:00 PM","2018-013263","93","13A","AGGRAVATED ASSAULT","3 SOUTHERN HILLS CIR","LITTLE ROCK","AR",72210,34.672539,-92.422777,"3 SOUTHERN HILLS CIR
LITTLE ROCK, AR 72210
(34.672539, -92.422777)","2018-02-01","Feb",2018,"Thu",19
"18224","01-29-2018 10:58:00 PM","2018-012181","71","23C","SHOPLIFTING","12700 CHENAL PKWY","LITTLE ROCK","AR",72211,34.754475,-92.415771,"12700 CHENAL PKWY
LITTLE ROCK, AR 72211
(34.754475, -92.415771)","2018-01-29","Jan",2018,"Mon",22
"18225","01-24-2018 10:00:00 AM","2018-013338","93","240","MOTOR VEHICLE THEFT","1 BASS PRO DR","LITTLE ROCK","AR",72209,34.657537,-92.410965,"1 BASS PRO DR
LITTLE ROCK, AR 72209
(34.657537, -92.410965)","2018-01-24","Jan",2018,"Wed",10
"18227","01-19-2018 07:00:00 PM","2018-009350","51","13A","AGGRAVATED ASSAULT","700 W MARKHAM ST","LITTLE ROCK","AR",72201,34.749065,-92.277504,"700 W MARKHAM ST
LITTLE ROCK, AR 72201
(34.749065, -92.277504)","2018-01-19","Jan",2018,"Fri",19
"18228","01-27-2018 09:00:00 PM","2018-011492","61","220","BURGLARY/B&E","1711 KANIS VILLAGE DR","LITTLE ROCK","AR",72204,34.737065,-92.366555,"1711 KANIS VILLAGE DR
LITTLE ROCK, AR 72204
(34.737065, -92.366555)","2018-01-27","Jan",2018,"Sat",21
"18229","01-17-2018 04:30:00 PM","2018-006920","90","23H","ALL OTHER LARCENY","4220 S UNIVERSITY","LITTLE ROCK","AR",72204,34.71351,-92.343054,"4220 S UNIVERSITY
LITTLE ROCK, AR 72204
(34.71351, -92.343054)","2018-01-17","Jan",2018,"Wed",16
"18230","01-23-2018 09:38:00 AM","2018-009341","81","220","BURGLARY/B&E","5601 DREHER LN","LITTLE ROCK","AR",72209,34.675426,-92.338984,"5601 DREHER LN
LITTLE ROCK, AR 72209
(34.675426, -92.338984)","2018-01-23","Jan",2018,"Tue",9
"18231","01-28-2018 05:00:00 AM","2018-011571","91","220","BURGLARY/B&E","9911 INTERSTATE 30","LITTLE ROCK","AR",72209,34.673161,-92.372574,"9911 INTERSTATE 30
LITTLE ROCK, AR 72209
(34.673161, -92.372574)","2018-01-28","Jan",2018,"Sun",5
"18232","01-29-2018 12:40:00 PM","2018-011940","40","23D","THEFT FROM BUILDING","200 E 8TH ST","LITTLE ROCK","AR",72202,34.74104,-92.270461,"200 E 8TH ST
LITTLE ROCK, AR 72202
(34.74104, -92.270461)","2018-01-29","Jan",2018,"Mon",12
"18234","01-31-2018 08:20:00 PM","2018-012995","71","23C","SHOPLIFTING","13909 CHENAL PKWY","LITTLE ROCK","AR",72211,34.754105,-92.428786,"13909 CHENAL PKWY
LITTLE ROCK, AR 72211
(34.754105, -92.428786)","2018-01-31","Jan",2018,"Wed",20
"18236","01-20-2018 03:30:00 AM","2018-007952","93","23C","SHOPLIFTING","11700 INTERSTATE 30","LITTLE ROCK","AR",72210,34.657516,-92.407639,"11700 INTERSTATE 30
LITTLE ROCK, AR 72210
(34.657516, -92.407639)","2018-01-20","Jan",2018,"Sat",3
"18237","01-31-2018 12:30:00 PM","2018-012804","93","23C","SHOPLIFTING","11201 BASS PRO PKWY","LITTLE ROCK","AR",72210,34.657543,-92.410366,"11201 BASS PRO PKWY
LITTLE ROCK, AR 72210
(34.657543, -92.410366)","2018-01-31","Jan",2018,"Wed",12
"18238","01-28-2018 01:30:00 PM","2018-011602","70","23F","THEFT FROM MOTOR VEHICLE","1 COUNTY FARM RD","LITTLE ROCK","AR",72223,34.812616,-92.404371,"1 COUNTY FARM RD
LITTLE ROCK, AR 72223
(34.812616, -92.404371)","2018-01-28","Jan",2018,"Sun",13
"18243","01-29-2018 09:35:00 PM","2018-012149","52","13A","AGGRAVATED ASSAULT","1604 W 24TH ST","LITTLE ROCK","AR",72206,34.726164,-92.290923,"1604 W 24TH ST
LITTLE ROCK, AR 72206
(34.726164, -92.290923)","2018-01-29","Jan",2018,"Mon",21
"18252","01-19-2018 06:00:00 PM","2018-008981","52","23D","THEFT FROM BUILDING","3200 MARSHALL ST","LITTLE ROCK","AR",72206,34.717983,-92.29245,"3200 MARSHALL ST
LITTLE ROCK, AR 72206
(34.717983, -92.29245)","2018-01-19","Jan",2018,"Fri",18
"18253","02-05-2018 02:00:00 AM","2018-014796","51","23H","ALL OTHER LARCENY","900 CENTER ST","LITTLE ROCK","AR",72201,34.740551,-92.274269,"900 CENTER ST
LITTLE ROCK, AR 72201
(34.740551, -92.274269)","2018-02-05","Feb",2018,"Mon",2
"18258","01-27-2018 01:00:00 PM","2018-011179","54","13A","AGGRAVATED ASSAULT","2 SAINT VINCENT CIR","LITTLE ROCK","AR",72205,34.750314,-92.338966,"2 SAINT VINCENT CIR
LITTLE ROCK, AR 72205
(34.750314, -92.338966)","2018-01-27","Jan",2018,"Sat",13
"18259","01-20-2018 01:00:00 PM","2018-008110","54","23F","THEFT FROM MOTOR VEHICLE","925 S UNIVERSITY AVE","LITTLE ROCK","AR",72204,34.743477,-92.341393,"925 S UNIVERSITY AVE
LITTLE ROCK, AR 72204
(34.743477, -92.341393)","2018-01-20","Jan",2018,"Sat",13
"18269","01-31-2018 03:00:00 PM","2018-014460","81","23H","ALL OTHER LARCENY","5300 BASELINE RD","LITTLE ROCK","AR",72209,34.668816,-92.336563,"5300 BASELINE RD
LITTLE ROCK, AR 72209
(34.668816, -92.336563)","2018-01-31","Jan",2018,"Wed",15
"18270","02-04-2018 05:10:00 AM","2018-014364","54","23F","THEFT FROM MOTOR VEHICLE","1321 S TAYLOR ST","LITTLE ROCK","AR",72204,34.739399,-92.33568,"1321 S TAYLOR ST
LITTLE ROCK, AR 72204
(34.739399, -92.33568)","2018-02-04","Feb",2018,"Sun",5
"18271","01-26-2018 02:34:00 PM","2018-010815","81","220","BURGLARY/B&E","7303 DAHLIA DR","LITTLE ROCK","AR",72209,34.673405,-92.358175,"7303 DAHLIA DR
LITTLE ROCK, AR 72209
(34.673405, -92.358175)","2018-01-26","Jan",2018,"Fri",14
"18273","01-23-2018 02:00:00 PM","2018-009916","70","23D","THEFT FROM BUILDING","533 VALLEY CLUB CIR","LITTLE ROCK","AR",72212,34.773195,-92.404278,"533 VALLEY CLUB CIR
LITTLE ROCK, AR 72212
(34.773195, -92.404278)","2018-01-23","Jan",2018,"Tue",14
"18281","01-25-2018 09:00:00 PM","2018-010752","61","23G","THEFT OF MOTOR VEHICLE PARTS","28 GLENMERE DR","LITTLE ROCK","AR",72204,34.730018,-92.349743,"28 GLENMERE DR
LITTLE ROCK, AR 72204
(34.730018, -92.349743)","2018-01-25","Jan",2018,"Thu",21
"18283","01-08-2018 08:00:00 PM","2018-003871","71","23F","THEFT FROM MOTOR VEHICLE","3802 KAVANAUGH","LITTLE ROCK","AR",72210,34.763892,-92.330633,"3802 KAVANAUGH
LITTLE ROCK, AR 72210
(34.763892, -92.330633)","2018-01-08","Jan",2018,"Mon",20
"18287","01-26-2018 11:34:00 PM","2018-011021","42","220","BURGLARY/B&E","6000 LINDSEY RD","LITTLE ROCK","AR",72206,34.712517,-92.208327,"6000 LINDSEY RD
LITTLE ROCK, AR 72206
(34.712517, -92.208327)","2018-01-26","Jan",2018,"Fri",23
"18291","01-30-2018 01:42:00 AM","2018-012224","91","120","ROBBERY","10105 INTERSTATE 30","LITTLE ROCK","AR",72209,34.671747,-92.37642,"10105 INTERSTATE 30
LITTLE ROCK, AR 72209
(34.671747, -92.37642)","2018-01-30","Jan",2018,"Tue",1
"18292","01-31-2018 01:00:00 PM","2018-013154","72","23D","THEFT FROM BUILDING","21501 CANTRELL RD","LITTLE ROCK","AR",72223,NA,NA,"21501 CANTRELL RD
LITTLE ROCK, AR 72223","2018-01-31","Jan",2018,"Wed",13
"18298","01-22-2018 08:40:00 AM","2018-008906","72","23D","THEFT FROM BUILDING","20201 CANTRELL RD","LITTLE ROCK","AR",72223,34.811642,-92.492809,"20201 CANTRELL RD
LITTLE ROCK, AR 72223
(34.811642, -92.492809)","2018-01-22","Jan",2018,"Mon",8
"18307","02-02-2018 08:00:00 PM","2018-013967","40","23F","THEFT FROM MOTOR VEHICLE","200 E MARKHAM ST","LITTLE ROCK","AR",72201,34.747925,-92.269089,"200 E MARKHAM ST
LITTLE ROCK, AR 72201
(34.747925, -92.269089)","2018-02-02","Feb",2018,"Fri",20
"18309","01-28-2018 09:30:00 PM","2018-011972","41","23G","THEFT OF MOTOR VEHICLE PARTS","111 E 24TH ST","LITTLE ROCK","AR",72206,34.72578,-92.273363,"111 E 24TH ST
LITTLE ROCK, AR 72206
(34.72578, -92.273363)","2018-01-28","Jan",2018,"Sun",21
"18313","01-30-2018 12:01:00 AM","2018-013446","90","23D","THEFT FROM BUILDING","1 BENANNA ST","LITTLE ROCK","AR",72209,34.676063,-92.36526,"1 BENANNA ST
LITTLE ROCK, AR 72209
(34.676063, -92.36526)","2018-01-30","Jan",2018,"Tue",0
"18314","02-04-2018 03:33:00 PM","2018-014507","81","13A","AGGRAVATED ASSAULT","5816 CHAUCER LN","LITTLE ROCK","AR",72209,34.672694,-92.342654,"5816 CHAUCER LN
LITTLE ROCK, AR 72209
(34.672694, -92.342654)","2018-02-04","Feb",2018,"Sun",15
"18316","01-19-2018 12:38:00 PM","2018-007668","62","23C","SHOPLIFTING","6420 COLONEL GLENN RD","LITTLE ROCK","AR",72204,34.718123,-92.348512,"6420 COLONEL GLENN RD
LITTLE ROCK, AR 72204
(34.718123, -92.348512)","2018-01-19","Jan",2018,"Fri",12
"18322","01-27-2018 09:12:00 PM","2018-011327","71","23C","SHOPLIFTING","12700 CHENAL PKWY","LITTLE ROCK","AR",72211,34.754475,-92.415771,"12700 CHENAL PKWY
LITTLE ROCK, AR 72211
(34.754475, -92.415771)","2018-01-27","Jan",2018,"Sat",21
"18323","01-25-2018 02:38:00 PM","2018-010407","50","23D","THEFT FROM BUILDING","2400 CANTRELL RD","LITTLE ROCK","AR",72202,34.757576,-92.301079,"2400 CANTRELL RD
LITTLE ROCK, AR 72202
(34.757576, -92.301079)","2018-01-25","Jan",2018,"Thu",14
"18325","01-19-2018 09:40:00 PM","2018-007869","60","23C","SHOPLIFTING","420 S UNIVERSITY AVE","LITTLE ROCK","AR",72205,34.748668,-92.341249,"420 S UNIVERSITY AVE
LITTLE ROCK, AR 72205
(34.748668, -92.341249)","2018-01-19","Jan",2018,"Fri",21
"18326","01-24-2018 12:00:00 PM","2018-010020","61","23G","THEFT OF MOTOR VEHICLE PARTS","2800 S UNIVERSITY AVE","LITTLE ROCK","AR",72204,34.726673,-92.342003,"2800 S UNIVERSITY AVE
LITTLE ROCK, AR 72204
(34.726673, -92.342003)","2018-01-24","Jan",2018,"Wed",12
"18327","02-02-2018 05:00:00 PM","2018-014706","40","220","BURGLARY/B&E","205 W CAPITOL AVE","LITTLE ROCK","AR",72201,34.74435,-92.272503,"205 W CAPITOL AVE
LITTLE ROCK, AR 72201
(34.74435, -92.272503)","2018-02-02","Feb",2018,"Fri",17
"18328","01-31-2018 09:52:00 PM","2018-013032","80","13A","AGGRAVATED ASSAULT","6425 S UNIVERSITY AVE","LITTLE ROCK","AR",72209,34.691605,-92.346786,"6425 S UNIVERSITY AVE
LITTLE ROCK, AR 72209
(34.691605, -92.346786)","2018-01-31","Jan",2018,"Wed",21
"18329","01-22-2018 10:17:00 AM","2018-008862","60","23F","THEFT FROM MOTOR VEHICLE","2904 N UNIVERSITY AVE","LITTLE ROCK","AR",72207,34.778664,-92.340334,"2904 N UNIVERSITY AVE
LITTLE ROCK, AR 72207
(34.778664, -92.340334)","2018-01-22","Jan",2018,"Mon",10
"18331","01-30-2018 02:03:00 PM","2018-012404","61","23H","ALL OTHER LARCENY","1122 S UNIVERSITY AVE","LITTLE ROCK","AR",72204,NA,NA,"1122 S UNIVERSITY AVE
LITTLE ROCK, AR 72204","2018-01-30","Jan",2018,"Tue",14
"18333","01-27-2018 05:00:00 PM","2018-011518","72","23G","THEFT OF MOTOR VEHICLE PARTS","17815 CHENAL PKWY","LITTLE ROCK","AR",72223,34.770516,-92.459066,"17815 CHENAL PKWY
LITTLE ROCK, AR 72223
(34.770516, -92.459066)","2018-01-27","Jan",2018,"Sat",17
"18334","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18335","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18336","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18337","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18338","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18339","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18340","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18341","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18342","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18343","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18344","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18345","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18346","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18347","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18348","01-28-2018 07:08:00 PM","2018-011670","53","13A","AGGRAVATED ASSAULT","2415 JOHNSON ST","LITTLE ROCK","AR",72204,34.728705,-92.308452,"2415 JOHNSON ST
LITTLE ROCK, AR 72204
(34.728705, -92.308452)","2018-01-28","Jan",2018,"Sun",19
"18352","01-25-2018 09:20:00 AM","2018-010257","64","120","ROBBERY","3500 JOHN BARROW RD","LITTLE ROCK","AR",72204,34.721449,-92.373295,"3500 JOHN BARROW RD
LITTLE ROCK, AR 72204
(34.721449, -92.373295)","2018-01-25","Jan",2018,"Thu",9
"18357","01-27-2018 01:00:00 PM","2018-011178","71","13A","AGGRAVATED ASSAULT","1912 GREEN MOUNTAIN DR","LITTLE ROCK","AR",72212,34.771323,-92.403404,"1912 GREEN MOUNTAIN DR
LITTLE ROCK, AR 72212
(34.771323, -92.403404)","2018-01-27","Jan",2018,"Sat",13
"18359","01-29-2018 12:00:00 PM","2018-013236","70","23D","THEFT FROM BUILDING","701 GREEN MOUNTAIN DR","LITTLE ROCK","AR",72211,34.76014,-92.401668,"701 GREEN MOUNTAIN DR
LITTLE ROCK, AR 72211
(34.76014, -92.401668)","2018-01-29","Jan",2018,"Mon",12
"18360","02-05-2018 04:27:00 PM","2018-014926","62","13A","AGGRAVATED ASSAULT","4804 MANOR AVE","LITTLE ROCK","AR",72204,34.709761,-92.370434,"4804 MANOR AVE
LITTLE ROCK, AR 72204
(34.709761, -92.370434)","2018-02-05","Feb",2018,"Mon",16
"18362","01-30-2018 03:31:00 PM","2018-012436","82","220","BURGLARY/B&E","5204 STANLEY DR","LITTLE ROCK","AR",72209,34.665558,-92.336823,"5204 STANLEY DR
LITTLE ROCK, AR 72209
(34.665558, -92.336823)","2018-01-30","Jan",2018,"Tue",15
"18366","02-01-2018 04:05:00 AM","2018-013128","91","220","BURGLARY/B&E","11620 WARREN RD","LITTLE ROCK","AR",72209,34.644199,-92.3556,"11620 WARREN RD
LITTLE ROCK, AR 72209
(34.644199, -92.3556)","2018-02-01","Feb",2018,"Thu",4
"18367","01-26-2018 02:30:00 PM","2018-011867","40","23H","ALL OTHER LARCENY","701 BROADWAY ST","LITTLE ROCK","AR",72201,34.742828,-92.276268,"701 BROADWAY ST
LITTLE ROCK, AR 72201
(34.742828, -92.276268)","2018-01-26","Jan",2018,"Fri",14
"18368","01-21-2018 05:30:00 PM","2018-008575","82","11A","RAPE","","","",NA,NA,NA,"","2018-01-21","Jan",2018,"Sun",17
"18370","01-23-2018 03:30:00 PM","2018-009619","60","220","BURGLARY/B&E","624 N HUGHES ST","LITTLE ROCK","AR",72205,34.758026,-92.349762,"624 N HUGHES ST
LITTLE ROCK, AR 72205
(34.758026, -92.349762)","2018-01-23","Jan",2018,"Tue",15
"18371","01-30-2018 05:30:00 PM","2018-012496","54","23H","ALL OTHER LARCENY","2404 S HARRISON ST","LITTLE ROCK","AR",72204,34.729825,-92.332717,"2404 S HARRISON ST
LITTLE ROCK, AR 72204
(34.729825, -92.332717)","2018-01-30","Jan",2018,"Tue",17
"18372","01-26-2018 03:00:00 AM","2018-010776","93","240","MOTOR VEHICLE THEFT","9400 STAGECOACH RD","LITTLE ROCK","AR",72210,34.666148,-92.421379,"9400 STAGECOACH RD
LITTLE ROCK, AR 72210
(34.666148, -92.421379)","2018-01-26","Jan",2018,"Fri",3
"18374","01-22-2018 10:33:00 AM","2018-008876","63","23D","THEFT FROM BUILDING","8112 W MARKHAM ST","LITTLE ROCK","AR",72205,34.75309,-92.364826,"8112 W MARKHAM ST
LITTLE ROCK, AR 72205
(34.75309, -92.364826)","2018-01-22","Jan",2018,"Mon",10
"18380","01-31-2018 10:45:00 AM","2018-012747","41","23C","SHOPLIFTING","2415 BROADWAY ST","LITTLE ROCK","AR",72206,34.724941,-92.278825,"2415 BROADWAY ST
LITTLE ROCK, AR 72206
(34.724941, -92.278825)","2018-01-31","Jan",2018,"Wed",10
"18383","01-17-2018 07:00:00 AM","2018-008060","64","23G","THEFT OF MOTOR VEHICLE PARTS","8905 MORRIS MANOR DR","LITTLE ROCK","AR",72205,34.733065,-92.375095,"8905 MORRIS MANOR DR
LITTLE ROCK, AR 72205
(34.733065, -92.375095)","2018-01-17","Jan",2018,"Wed",7
"18391","01-23-2018 01:00:00 PM","2018-009424","64","23C","SHOPLIFTING","2700 S SHACKLEFORD RD","LITTLE ROCK","AR",72205,34.734314,-92.394646,"2700 S SHACKLEFORD RD
LITTLE ROCK, AR 72205
(34.734314, -92.394646)","2018-01-23","Jan",2018,"Tue",13
"18392","01-31-2018 05:00:00 AM","2018-012782","91","11A","RAPE","","","",NA,NA,NA,"","2018-01-31","Jan",2018,"Wed",5
