"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"4803","2014-060189",63,"Burglary - Residential",2014-05-11,5,"Sunday",-92.3727433,34.7577248,"515 BROOKSIDE DR","Little Rock"," Arkansas"
"4804","2015-138339",54,"Theft of property Misd",2015-12-02,12,"Wednesday",-92.322092,34.724625,"4308 ASHER AV","Little Rock"," Arkansas"
"4805","2015-105479",53,"Theft of property Misd",2015-09-13,9,"Sunday",-92.3105317,34.726102,"3124 W ROOSEVELT RD","Little Rock"," Arkansas"
"4806","2014-006449",50,"Breaking ",2014-01-17,1,"Friday",-92.3396714,34.7744518,"2414 N GRANT ST","Little Rock"," Arkansas"
"4807","2014-051925",82,"Theft of property Fel",2014-05-12,5,"Monday",-92.3487657,34.6584774,"10023 STILLMAN DR","Little Rock"," Arkansas"
"4808","2015-135694",63,"Theft of property Misd",2015-11-27,11,"Friday",-92.3946309,34.7696134,"10901 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"4809","2015-048861",64,"Theft of property Misd",2015-05-05,5,"Tuesday",-92.3954989,34.7336284,"2618 S SHACKLEFORD RD","Little Rock"," Arkansas"
"4810","2015-091893",70,"Theft of property Misd",2015-08-12,8,"Wednesday",-92.3946309,34.7696134,"10901 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"4811","2015-077433",72,"Theft of property Fel",2015-07-09,7,"Thursday",-92.5160411,34.8140459,"316 COMMENTRY","Little Rock"," Arkansas"
"4812","2015-091652",90,"Breaking ",2015-08-11,8,"Tuesday",-92.3545469,34.6938177,"17 WINDSOR DR","Little Rock"," Arkansas"
"4813","2014-094699",63,"Breaking ",2014-08-18,8,"Monday",-92.379439,34.7700109,"1903 SANFORD DR","Little Rock"," Arkansas"
"4814","2015-135755",64,"Theft of property Misd",2015-11-27,11,"Friday",-92.4021928,34.7554888,"11400 W MARKHAM ST","Little Rock"," Arkansas"
"4815","2015-097850",81,"Aggravated assault",2015-08-27,8,"Thursday",-92.3477248,34.678789,"8701 INTERSTATE 30","Little Rock"," Arkansas"
"4816","2015-140019",70,"Breaking ",2015-12-09,12,"Wednesday",-92.4281933,34.8017332,"14021 CANTRELL RD","Little Rock"," Arkansas"
"4817","2014-028195",43,"Breaking ",2014-03-15,3,"Saturday",-92.2558657,34.7374677,"1404 E 11TH ST","Little Rock"," Arkansas"
"4818","2015-051330",71,"Theft of property Fel",2015-05-11,5,"Monday",-92.4129976,34.7559662,"12610 CHENAL","Little Rock"," Arkansas"
"4819","2015-008807",71,"Burglary - Residential",2015-01-23,1,"Friday",-92.4386365,34.7577734,"15000 CHENAL","Little Rock"," Arkansas"
"4820","2015-072211",70,"Breaking ",2015-06-28,6,"Sunday",-92.4266037,34.8041503,"5500 HIGHLAND DR","Little Rock"," Arkansas"
"4821","2015-025533",64,"Theft of property Misd",2015-03-09,3,"Monday",-92.3933061,34.7390675,"1701 S SHACKLEFORD RD","Little Rock"," Arkansas"
"4822","2015-072197",50,"Theft of property Fel",2015-06-29,6,"Monday",-92.2925588,34.7527284,"301 GILL ST","Little Rock"," Arkansas"
"4823","2014-149816",50,"Theft of property Fel",1999-01-01,1,"Friday",-92.3355872,34.7645659,"5510 SHERWOOD RD","Little Rock"," Arkansas"
"4824","2015-093897",80,"Burglary - Residential",2015-08-17,8,"Monday",-92.3397099,34.7021319,"5208 PRIMROSE LN","Little Rock"," Arkansas"
"4825","2015-081823",54,"Terr",2015-07-18,7,"Saturday",-92.3215171,34.7276095,"2603 ABIGAIL ST","Little Rock"," Arkansas"
"4826","2015-089264",80,"Theft of property Fel",2015-07-23,7,"Thursday",-92.3373981,34.7042913,"5001 MEYERS ST","Little Rock"," Arkansas"
"4827","2015-056580",60,"Theft of property Fel",2015-05-23,5,"Saturday",-92.3428118,34.7533624,"6000 W MARKHAM ST","Little Rock"," Arkansas"
"4828","2015-040396",50,"Burglary - Residential",2015-04-15,4,"Wednesday",-92.3105028,34.7553254,"506 N MARTIN ST","Little Rock"," Arkansas"
"4829","2015-026428",64,"Theft of property Misd",2015-03-12,3,"Thursday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"4830","2015-142785",91,"Theft of property Misd",2015-12-16,12,"Wednesday",-92.371531,34.669452,"8419 BASELINE RD","Little Rock"," Arkansas"
"4831","2015-039351",50,"Theft of property Misd",2015-04-10,4,"Friday",-92.3104989,34.751277,"3310 W MARKHAM ST","Little Rock"," Arkansas"
"4832","2015-107794",64,"Theft of property Misd",2015-09-19,9,"Saturday",-92.3975621,34.7283127,"2700 S SHACKLEFORD RD","Little Rock"," Arkansas"
"4833","2015-013205",64,"Theft of property Misd",2015-02-03,2,"Tuesday",-92.3918489,34.723045,"10434 W 36TH ST","Little Rock"," Arkansas"
"4834","2015-045958",54,"Theft of property Misd",2015-04-28,4,"Tuesday",-92.3350075,34.7414601,"5500 W 12TH ST","Little Rock"," Arkansas"
"4835","2015-132499",54,"Burglary - Residential",2015-11-18,11,"Wednesday",-92.3295437,34.7251933,"2907 BOULEVARD AV","Little Rock"," Arkansas"
"4836","2015-094557",62,"Theft of property Misd",2015-08-19,8,"Wednesday",-92.3477846,34.718873,"6420 COLONEL GLENN RD","Little Rock"," Arkansas"
"4837","2015-111962",61,"Burglary Commercial",2015-09-24,9,"Thursday",-92.3643188,34.7507912,"300 S RODNEY PARHAM RD","Little Rock"," Arkansas"
"4838","2015-107479",53,"Ars",2015-09-18,9,"Friday",-92.306893,34.7346506,"1723 BOOKER ST","Little Rock"," Arkansas"
"4839","2015-057686",43,"Theft of property Misd",2015-05-26,5,"Tuesday",-92.2575197,34.7354856,"1300 HANGER ST","Little Rock"," Arkansas"
"4840","2015-014516",60,"Burglary - Residential",2015-02-05,2,"Thursday",-92.350612,34.753996,"6 AMHERST CV","Little Rock"," Arkansas"
"4841","2015-137786",64,"Theft of property Misd",2015-11-25,11,"Wednesday",-92.3844668,34.7521041,"209 OAK LN","Little Rock"," Arkansas"
"4842","2015-118971",52,"Theft of property Misd",2015-10-14,10,"Wednesday",-92.2925674,34.7260211,"1709 W 24TH ST","Little Rock"," Arkansas"
"4843","2014-009905",71,"Breaking ",2014-01-25,1,"Saturday",-92.4257746,34.7506005,"602 PARKWAY PLACE DR","Little Rock"," Arkansas"
"4844","2015-147987",80,"Theft of property Misd",2015-12-17,12,"Thursday",-92.3285824,34.7019292,"4803 GREENFIELD DR","Little Rock"," Arkansas"
"4845","2015-048823",42,"Breaking ",2015-04-16,4,"Thursday",-92.2625163,34.7397897,"707 INTERSTATE 30","Little Rock"," Arkansas"
"4846","2015-137949",62,"Theft of property Misd",2015-12-04,12,"Friday",-92.3726083,34.7204684,"3601 JOHN BARROW RD","Little Rock"," Arkansas"
"4847","2015-071488",72,"Theft of property Misd",2015-06-27,6,"Saturday",-92.4859194,34.8090152,"19301 CANTRELL RD","Little Rock"," Arkansas"
"4848","2015-064579",70,"Burglary - Residential",2015-06-11,6,"Thursday",-92.394671,34.768118,"1601 N SHACKLEFORD RD","Little Rock"," Arkansas"
"4849","2015-133226",53,"Aggravated Robbery ",2015-11-20,11,"Friday",-92.3061999,34.7388061,"1300 S WOODROW ST","Little Rock"," Arkansas"
"4850","2015-107695",50,"Theft of property Fel",2015-09-18,9,"Friday",-92.3234526,34.7575929,"2710 KAVANAUGH","Little Rock"," Arkansas"
"4851","2015-112924",64,"Breaking ",2015-09-30,9,"Wednesday",-92.3988747,34.7480473,"600 HARDIN RD","Little Rock"," Arkansas"
"4852","2015-097508",40,"Theft of property Misd",2015-08-14,8,"Friday",-92.2718874,34.7418348,"700 MAIN ST","Little Rock"," Arkansas"
"4853","2015-032972",60,"Theft of property Misd",2015-03-28,3,"Saturday",-92.3458689,34.752753,"6400 W MARKHAM ST","Little Rock"," Arkansas"
"4854","2014-082113",63,"Breaking ",2014-07-20,7,"Sunday",-92.3944333,34.7718453,"10900 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"4855","2015-111573",40,"Burglary - Residential",2015-09-28,9,"Monday",-92.2665398,34.7403459,"507 E 8TH ST","Little Rock"," Arkansas"
"4856","2014-048381",43,"Theft of property Misd",2014-05-02,5,"Friday",-92.2602121,34.7319404,"1600 WELCH ST","Little Rock"," Arkansas"
"4857","2015-065151",53,"Homicide",2015-06-12,6,"Friday",-92.3063058,34.7391907,"2908 W 13TH ST","Little Rock"," Arkansas"
"4858","2015-061351",62,"Theft of property Fel",2015-06-03,6,"Wednesday",-92.3542234,34.7271822,"7005 ARCHWOOD DR","Little Rock"," Arkansas"
"4859","2015-069945",91,"Battery 1st degree",2015-06-24,6,"Wednesday",-92.3675984,34.6674942,"9115 MANN RD","Little Rock"," Arkansas"
"4860","2015-042839",51,"Theft of property Misd",2015-04-20,4,"Monday",-92.2873409,34.7503691,"1400 W MARKHAM ST","Little Rock"," Arkansas"
"4861","2015-106962",61,"Aggravated Robbery ",2015-09-17,9,"Thursday",-92.3581453,34.7436638,"1001 RUSHING","Little Rock"," Arkansas"
"4862","2015-130533",41,"Burglary - Residential",2015-11-14,11,"Saturday",-92.2766392,34.7220981,"2708 CENTER ST","Little Rock"," Arkansas"
"4863","2015-067398",63,"Burglary - Residential",2015-06-17,6,"Wednesday",-92.3778681,34.7686927,"1812 RESERVOIR RD","Little Rock"," Arkansas"
"4864","2015-086221",81,"Theft of property Misd",2015-07-30,7,"Thursday",-92.3230866,34.6819198,"7400 SCOTT HAMILTON DR","Little Rock"," Arkansas"
"4865","2015-086365",90,"Aggravated assault ",2015-07-30,7,"Thursday",-92.3582569,34.6728378,"7208 SUNFLOWER DR","Little Rock"," Arkansas"
"4866","2014-146475",50,"Breaking ",2014-12-20,12,"Saturday",-92.3367046,34.7795117,"5624 GRANDVIEW ST","Little Rock"," Arkansas"
"4867","2015-110862",64,"Theft of property Misd",2015-09-24,9,"Thursday",-92.3882377,34.7284273,"2701 ALDERSGATE RD","Little Rock"," Arkansas"
"4868","2015-082594",64,"Breaking ",2015-07-21,7,"Tuesday",-92.3825769,34.7192173,"3719 STONEHEDGE DR","Little Rock"," Arkansas"
"4869","2015-091931",81,"Theft of property Fel",2015-08-11,8,"Tuesday",-92.3437752,34.6733643,"8501 GEYER SPRINGS RD","Little Rock"," Arkansas"
"4870","2015-053479",64,"Burglary - Residential",2015-05-15,5,"Friday",-92.4064565,34.7344148,"2200 FOREST CREEK DR","Little Rock"," Arkansas"
"4871","2015-139601",63,"Theft of property Misd",2015-12-08,12,"Tuesday",-92.3810399,34.7623721,"9600 SATTERFIELD DR","Little Rock"," Arkansas"
"4872","2015-042590",54,"Theft of property Misd",2015-04-18,4,"Saturday",-92.335091,34.740789,"5501 W 12TH ST","Little Rock"," Arkansas"
"4873","2015-057065",60,"Battery 2nd degree",2015-05-24,5,"Sunday",-92.3416358,34.7490337,"400 S UNIVERSITY AV","Little Rock"," Arkansas"
"4874","2015-102367",72,"Theft of property Misd",2015-09-05,9,"Saturday",-92.4592768,34.7677894,"17815 CHENAL","Little Rock"," Arkansas"
"4875","2015-106641",41,"Aggravated Robbery ",2015-09-16,9,"Wednesday",-92.2776204,34.7253814,"2415 BROADWAY ST","Little Rock"," Arkansas"
"4876","2014-084289",60,"Breaking ",2014-07-25,7,"Friday",-92.3506156,34.7589719,"723 N COOLIDGE ST","Little Rock"," Arkansas"
"4877","2015-005984",64,"Theft of property Misd",2015-01-16,1,"Friday",-92.4121103,34.7245715,"3400 S BOWMAN RD","Little Rock"," Arkansas"
"4878","2015-047692",54,"Theft of property Misd",2015-05-02,5,"Saturday",-92.324454,34.7410927,"4514 W 12TH ST","Little Rock"," Arkansas"
"4879","2015-037482",71,"Theft of property Misd",2015-04-08,4,"Wednesday",-92.4094472,34.7465451,"900 S BOWMAN RD","Little Rock"," Arkansas"
"4880","2015-028307",91,"Theft of property Fel",2015-03-15,3,"Sunday",-92.380967,34.670709,"10210 INTERSTATE 30","Little Rock"," Arkansas"
"4881","2015-038757",40,"Breaking ",2015-04-10,4,"Friday",-92.2655096,34.7464562,"500 E 2ND ST","Little Rock"," Arkansas"
"4882","2015-008101",42,"Robbery ",2015-01-21,1,"Wednesday",-92.2603852,34.7396831,"924 E 9TH ST","Little Rock"," Arkansas"
"4883","2015-024105",92,"Breaking ",2015-03-05,3,"Thursday",-92.422765,34.665932,"9400 STAGECOACH RD","Little Rock"," Arkansas"
"4884","2015-097449",81,"Theft of property Misd",2015-07-31,7,"Friday",-92.336563,34.669047,"5300 BASELINE RD","Little Rock"," Arkansas"
"4885","2015-059897",53,"Aggravated assault ",2015-05-31,5,"Sunday",-92.3156727,34.7462212,"604 S OAK ST","Little Rock"," Arkansas"
"4886","2015-146120",81,"Theft of property Misd",2015-12-24,12,"Thursday",-92.3428981,34.6697097,"8801 GEYER SPRINGS RD","Little Rock"," Arkansas"
"4887","2015-107837",81,"Aggravated Robbery ",2015-09-19,9,"Saturday",-92.3453224,34.677825,"6100 MITCHELL DR","Little Rock"," Arkansas"
"4888","2014-101048",40,"Breaking ",2014-09-02,9,"Tuesday",-92.2696175,34.7402025,"818 CUMBERLAND ST","Little Rock"," Arkansas"
"4889","2015-123418",82,"Theft of property Fel",2015-09-13,9,"Sunday",-92.3333719,34.6607801,"5017 ACKERMAN DR","Little Rock"," Arkansas"
"4890","2015-130345",62,"Breaking ",2015-11-13,11,"Friday",-92.3447212,34.7144164,"4202 S UNIVERSITY AV","Little Rock"," Arkansas"
"4891","2014-114779",40,"Theft of property Fel",2014-10-03,10,"Friday",-92.2671702,34.7469155,"100 S ROCK ST","Little Rock"," Arkansas"
"4892","2015-126102",52,"Theft of property lost mislaid ",2015-11-03,11,"Tuesday",-92.2791101,34.731467,"1800 BROADWAY ST","Little Rock"," Arkansas"
"4893","2015-079555",71,"Theft of property Fel",2015-07-15,7,"Wednesday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"4894","2014-089540",70,"Breaking ",2014-08-06,8,"Wednesday",-92.4162257,34.7960857,"4710 SAM PECK RD","Little Rock"," Arkansas"
"4895","2015-053058",92,"Theft of property Misd",2015-05-15,5,"Friday",-92.3770659,34.6675423,"8801 BASELINE RD","Little Rock"," Arkansas"
"4896","2015-023050",90,"Burglary - Residential",2015-03-02,3,"Monday",-92.387032,34.6895219,"6725 HONEYSUCKLE LN","Little Rock"," Arkansas"
"4897","2015-006328",54,"Battery 2nd degree",2015-01-17,1,"Saturday",-92.3273585,34.75181,"100 S MONROE ST","Little Rock"," Arkansas"
"4898","2015-110645",54,"Burglary - Residential",2015-09-26,9,"Saturday",-92.3253014,34.72511,"4601 W 29TH ST","Little Rock"," Arkansas"
"4899","2014-000963",50,"Theft of property Fel",2014-01-02,1,"Thursday",-92.2987065,34.7507045,"2400 W MARKHAM ST","Little Rock"," Arkansas"
"4900","2015-047603",50,"Breaking ",2015-04-30,4,"Thursday",-92.295485,34.7575292,"2400 CANTRELL RD","Little Rock"," Arkansas"
"4901","2014-038567",50,"Theft of property Misd",2014-04-10,4,"Thursday",-92.3407481,34.7548503,"409 N UNIVERSITY AV","Little Rock"," Arkansas"
"4902","2015-038621",42,"Theft of property Fel",2015-04-10,4,"Friday",-92.2207941,34.7281907,"1 AIRPORT RD","Little Rock"," Arkansas"
"4903","2015-076864",41,"Robbery ",2015-07-09,7,"Thursday",-92.2763699,34.7184776,"3109 CENTER ST","Little Rock"," Arkansas"
"4904","2015-114426",64,"Aggravated assault ",2015-10-05,10,"Monday",-92.3733795,34.7410806,"8908 KANIS RD","Little Rock"," Arkansas"
"4905","2015-131380",82,"Burglary - Residential",2015-11-16,11,"Monday",-92.3493052,34.6577328,"6401 SANTA MONICA DR","Little Rock"," Arkansas"
"4906","2015-083819",53,"Theft of property Misd",2015-07-24,7,"Friday",-92.3105317,34.726102,"3124 W ROOSEVELT RD","Little Rock"," Arkansas"
"4907","2015-132617",52,"Burglary - Residential",2015-11-19,11,"Thursday",-92.2904968,34.7348638,"1621 DR MARTIN LUTHER KING DR","Little Rock"," Arkansas"
"4908","2015-110736",53,"Theft of property Fel",2015-09-26,9,"Saturday",-92.3056367,34.7427766,"901 S WOODROW ST","Little Rock"," Arkansas"
"4909","2014-074283",63,"Breaking ",2014-07-02,7,"Wednesday",-92.3796266,34.7922896,"51 RIVER RIDGE RD","Little Rock"," Arkansas"
"4910","2014-075212",60,"Burglary - Residential",2014-07-04,7,"Friday",-92.3533328,34.7665765,"1616 N BRYANT ST","Little Rock"," Arkansas"
"4911","2014-079631",71,"Theft of property Misd",2014-05-29,5,"Thursday",-92.4089401,34.7586921,"501 NAPA VALLEY DR","Little Rock"," Arkansas"
"4912","2014-050732",50,"Breaking ",2014-05-09,5,"Friday",-92.3065272,34.760696,"2516 CANTRELL RD","Little Rock"," Arkansas"
"4913","2015-035420",61,"Burglary - Residential",2015-04-03,4,"Friday",-92.3632587,34.7295611,"2601 VANCOUVER DR","Little Rock"," Arkansas"
"4914","2015-144975",63,"Breaking ",2015-12-21,12,"Monday",-92.37532,34.769264,"1817 RESERVOIR RD","Little Rock"," Arkansas"
"4915","2015-006985",62,"Burglary Commercial",2015-01-19,1,"Monday",-92.3410322,34.7154629,"3901 S UNIVERSITY AV","Little Rock"," Arkansas"
"4916","2015-081586",80,"Theft of property Misd",2015-07-19,7,"Sunday",-92.33515,34.7406993,"5525 W 12TH ST","Little Rock"," Arkansas"
"4917","2015-092579",64,"Theft of property Fel",2015-08-11,8,"Tuesday",-92.4266037,34.8041503,"5500 HIGHLAND DR","Little Rock"," Arkansas"
"4918","2015-068529",81,"Theft of property Misd",2015-06-20,6,"Saturday",-92.3357028,34.6855872,"5302 WYCLIFFE DR","Little Rock"," Arkansas"
"4919","2015-123238",40,"Theft of property Misd",2015-10-26,10,"Monday",-92.2646202,34.7476094,"500 PRESIDENT CLINTON","Little Rock"," Arkansas"
"4920","2015-138272",72,"Theft of property Misd",2015-12-04,12,"Friday",-92.4486027,34.756877,"16105 CHENAL","Little Rock"," Arkansas"
"4921","2015-143037",70,"Breaking ",2015-12-16,12,"Wednesday",-92.401479,34.7635912,"1111 WILD TURKEY CT","Little Rock"," Arkansas"
"4922","2015-110478",52,"Aggravated assault ",2015-09-25,9,"Friday",-92.2958487,34.7229204,"2704 S SUMMIT ST","Little Rock"," Arkansas"
"4923","2015-062735",54,"Burglary - Residential",2015-06-06,6,"Saturday",-92.3390163,34.7355508,"1805 S BUCHANAN ST","Little Rock"," Arkansas"
"4924","2015-045368",62,"Breaking ",2015-04-27,4,"Monday",-92.3457789,34.71887,"6310 COLONEL GLENN RD","Little Rock"," Arkansas"
"4925","2015-089292",82,"Theft of property Misd",2015-08-06,8,"Thursday",-92.3408872,34.6608703,"5611 VALLEY DR","Little Rock"," Arkansas"
"4926","2014-048655",64,"Theft of property Misd",2014-05-04,5,"Sunday",-92.3950513,34.7438098,"10800 KANIS RD","Little Rock"," Arkansas"
"4927","2015-140648",53,"Burglary - Residential",2015-12-10,12,"Thursday",-92.3100086,34.730018,"3217 W 23RD ST","Little Rock"," Arkansas"
"4928","2014-085212",70,"Theft of property Fel",2014-06-01,6,"Sunday",-92.3988986,34.7902401,"4002 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"4929","2015-071804",64,"Theft of property Fel",2015-06-23,6,"Tuesday",-92.3996442,34.7513761,"218 SPRINGWOOD DR","Little Rock"," Arkansas"
"4930","2015-129763",52,"Burglary - Residential",2015-11-11,11,"Wednesday",-92.290748,34.7335424,"1600 W 18TH ST","Little Rock"," Arkansas"
"4931","2015-089054",53,"Theft of property Misd",2015-08-02,8,"Sunday",-92.3191195,34.7265005,"2701 S ELM ST","Little Rock"," Arkansas"
"4932","2014-030941",70,"Breaking ",2014-03-22,3,"Saturday",-92.4087803,34.7916197,"11900 PLEASANT RIDGE RD","Little Rock"," Arkansas"
"4933","2015-131471",80,"Breaking ",2015-11-16,11,"Monday",-92.3471594,34.6958396,"5900 S UNIVERSITY AV","Little Rock"," Arkansas"
"4934","2014-000755",63,"Breaking ",2014-01-01,1,"Wednesday",-92.3615335,34.7548249,"38 WINGATE DR","Little Rock"," Arkansas"
"4935","2015-123792",40,"Theft of property Misd",2015-10-27,10,"Tuesday",-92.2693867,34.7447806,"401 S SCOTT ST","Little Rock"," Arkansas"
"4936","2014-120371",52,"Theft of property Misd",2014-10-16,10,"Thursday",-92.2941088,34.7258313,"2405 S BATTERY ST","Little Rock"," Arkansas"
"4937","2014-011376",70,"Theft of property Fel",2014-01-01,1,"Wednesday",-92.4132677,34.7882663,"12614 PLEASANT FOREST DR","Little Rock"," Arkansas"
"4938","2015-092957",42,"Breaking ",2015-08-14,8,"Friday",-92.1778767,34.706005,"8801 FRAZIER","Little Rock"," Arkansas"
"4939","2015-041896",63,"Theft of property Misd",2015-04-18,4,"Saturday",-92.3622178,34.7533557,"35 WINGATE DR","Little Rock"," Arkansas"
"4940","2015-017641",82,"Aggravated Robbery ",2015-02-15,2,"Sunday",-92.3523307,34.667068,"6401 BASELINE RD","Little Rock"," Arkansas"
"4941","2015-115199",62,"Breaking ",2015-10-07,10,"Wednesday",-92.3447867,34.7242094,"6 FAIRMONT DR","Little Rock"," Arkansas"
"4942","2014-093847",64,"Breaking ",2014-08-16,8,"Saturday",-92.399326,34.7271811,"12 CROSSINGS CT","Little Rock"," Arkansas"
"4943","2015-072827",50,"Theft of property Fel",2015-06-30,6,"Tuesday",-92.3209557,34.7573997,"2500 KAVANAUGH","Little Rock"," Arkansas"
"4944","2015-128641",51,"Theft of property lost mislaid ",2015-10-08,10,"Thursday",-92.272099,34.6137848,"800 FRANKLIN RD","Little Rock"," Arkansas"
"4945","2015-008244",40,"Theft of property Misd",2014-11-01,11,"Saturday",-92.2698889,34.7477206,"111 E MARKHAM ST","Little Rock"," Arkansas"
"4946","2015-021251",60,"Burglary Commercial",2015-02-25,2,"Wednesday",-92.365861,34.7771609,"8210 CANTRELL RD","Little Rock"," Arkansas"
"4947","2015-039207",90,"Theft of property Fel",2015-04-11,4,"Saturday",-92.35964,34.681309,"7601 N CHICOT RD","Little Rock"," Arkansas"
"4948","2014-088637",70,"Theft of property Misd",2014-08-01,8,"Friday",-92.394671,34.768118,"1601 N SHACKLEFORD RD","Little Rock"," Arkansas"
"4949","2015-113827",64,"Theft of property Misd",2015-10-03,10,"Saturday",-92.3954763,34.7327398,"2620 S SHACKLEFORD RD","Little Rock"," Arkansas"
"4950","2015-057251",61,"Breaking ",2015-05-24,5,"Sunday",-92.346568,34.73628,"115 BROADMOOR DR","Little Rock"," Arkansas"
